name,tag,region,rr,rank,puuid
stingray,310,ap,127,4794,52779f19-ba97-51e1-9e25-a2ac47448b48
我有仁义礼智信啥子都搞得定,黑暗龍,ap,230,2285,c1e57083-2aad-5460-a67c-358a05b60e20
Trinity,pleb,ap,108,5737,3b6a19ae-b8b2-590d-b307-e91ed95dd619
Cyphurn,0310,ap,175,3373,9fc42209-a452-55a4-afce-dc409026ea3e
Nominando,win,ap,311,1394,3ae2721a-4916-57fd-9847-364c6e8b4a1c
rr1muru,aim,ap,635,119,3a2c17c9-2a49-5bb5-9ee4-d2eb9f9cd9f7
上弦 陸 다키,十二鬼月,ap,177,3310,e4297ade-dee3-57d2-a492-bd81e0fa79c2
么么酱,0712,ap,104,5943,75ba8d50-bfce-5e3f-b636-afb5fb52faf8
daN,rila,ap,125,4886,89f514c0-0e1f-55e2-bab1-2a0dd5271e77
MEL,RIL,ap,249,2037,d49e0307-7633-5842-9c13-012ac6bccdca
Kiyo 天 才,天 才,ap,112,5535,f921a22b-bbbf-5cc0-902d-9503a44d41dd
내 운명이 나를 이끄는데까지,HAON,ap,709,54,aa24cd4a-750f-5cc1-a82b-a902779b24d9
PregncyLossGamin,PLG,ap,108,5728,d4945bd4-35fb-5ae1-9c2f-849340e6e431
