name,tag,region,rr,rank,puuid
croquinho,RSÁ,br,327,332,8035ce77-5540-54a3-b43b-fe4894566404
Gutoso,vlr,br,325,333,6bcd6440-b24f-5057-9fd4-abbd5a86310b
tinchoff,taki,br,325,334,893d04d7-ab54-5d7e-a2d1-93d6f568c862
Lleaw0,Bilbo,br,325,335,109edf27-72d3-5c86-aec9-16432f0d7f0c
残Caim,000,br,324,336,f0d64d01-a390-5028-a305-caaf9d075f91
reybl0ck,rbck,br,323,337,19389e63-062a-5944-a0c9-6f104945c39f
japabelli,tata,br,322,338,3ab2feda-4ce3-508e-ae24-e4108d57ed26
Al Salam,blue,br,322,339,6db5eb9b-0ca1-5624-90fe-4140eba38519
matheusapeca,crvg,br,321,340,c5bdcd1b-06c4-5be7-a3a8-26214120b76b
jayмe,aiм,br,320,341,baf2cca5-3e0d-5c9b-9bea-90bd11cd2a18
dex,nomic,br,320,342,86fb493f-db35-562c-b5b4-f8ae59d9eb77
peixeh,rafa,br,318,343,89c92e2d-a97e-5ba1-abd6-26729bb2fad7
,,br,317,344,
,,br,317,345,
Lamine Yamal,egudo,br,317,346,c42aebcf-8c15-58d4-809c-88f148f946e7
Liquid bizerra,dom,br,315,347,b1c3d2a4-e6ac-59a9-8430-35922c780a41
LOLOLOLOLOLOL0L,LMFAO,br,315,348,65493ec7-69fa-5d82-a15c-d8dc6742fb98
GKAUHAN,YHWH,br,315,349,9c07fb45-605e-5efc-a310-b368be7452e0
inefável,kenji,br,315,350,9ae940e6-467e-5ec4-863a-48dbd16901a0
nohJ,kkj,br,314,351,833467b3-cc73-56e3-af90-da513b07bb8e
1440,ttv,br,314,352,0e568e44-7769-5893-bdee-b5817f873d1d
AstroDarkin,FOCUS,br,312,353,31b17fbf-050e-5f65-9faa-acae7c29c31b
nkl,333,br,310,354,4cb7ac17-030c-5242-8b75-068644cf8e0d
ALX,2010,br,310,355,5c364ec4-87b1-56f9-8a7c-ca517ab14aa0
dudu prime,lili,br,310,356,8e925e37-936e-5a95-87ad-3cf72c43c592
bootisz,idgaf,br,309,357,f8aea9d2-4ce9-5b39-880d-6161edd11460
spxkieyk,ykk,br,307,358,d11f5fbd-fa9c-5532-9726-87eb2aa6fa99
lukinhas,ppl,br,307,359,5b94c0b2-f688-5290-ac0d-c747eacef32e
Setteee kitado,7x0,br,307,360,fb38e65f-fd59-5321-8e89-d9e85c9ae94f
Duda,louca,br,306,361,27acba2d-13f0-53e8-8c32-b7f0b540eb5f
LEV mrtn,gkush,br,305,362,e7d02cb5-98f0-5413-962d-29b93fe1cb29
tecao,p4nc,br,305,363,9d116267-1132-5d99-b054-0722a03a32e2
suflah,Nanda,br,305,364,3517a330-90aa-516f-8f01-9ed0c85800fe
tzin,zin,br,305,365,a25c7331-394b-571d-8d79-310e70e01b52
tKS9,aimer,br,304,366,2e643aba-15b2-5d0e-8be2-05ecbd8bcdec
